Rating (1-5) and the number of ratings for each wine product
Year: 2022
,
 ProductID,Rating,NumberOfRatings
,p011911,3.5,34
,p002912,3.9,69
,p005857,3.1,37
,p005489,4.2,118
,p011304,4.0,43
,p000354,4.0,37
,p001758,3.8,134
,p013077,3.8,218
,p000861,3.7,139
,p013452,3.8,563
,p002711,4.4,41
,p011925,3.8,33
,p012230,4.0,764
,p008466,4.7,129
,p009343,3.4,641
,p005724,3.4,29
,p007082,3.3,54
,p002089,4.1,84
,p005089,3.7,49
,p000899,4.1,374
,p005697,3.9,182
,p007934,3.3,74
,p004398,3.3,188
,p000189,3.8,53
,p003894,3.8,456
,p004283,4.2,74
,p003791,4.0,35
,p009036,3.6,84
,p006278,3.2,34
,p007296,4.1,514
,p006725,3.9,517
,p001972,3.7,80
,p012397,4.1, 6170
,p007134,4.3,119
,p005234,4.2,544
,p012359,4.1,145
,p000730,4.1,93
,p000381,3.2,36
,p002615,4.4,47
,p006032,3.6,585
,p001114,4.3,178
,p007143,4.0,184
,p013301,3.7,77
,p002042,4.0,92
,p009695,3.8,334
,p006087,4.4,140
,p011766,3.8,157
,p004954,4.0,661
,p004073,3.8,101
,p009620,3.3,101
,p010635,4.0,27
,p012646,4.3,41
,p003051,3.5,196
,p000525,3.7,195
,p000635,3.3,228
,p002849,3.5,134
,p013322,4.0, 2206
,p003878,3.6,69
,p012686,3.7,465
,p007614,3.7,289
,p013699,4.0,77
,p003105,4.2,862
,p004213,3.7,116
,p001545,4.0,151
,p003270,4.0, 4609
,p002214,3.6,49
,p007075,3.3,378
,p003745,3.9, 1750
,p003763,3.6,493
,p011648,3.9,281
,p008358,4.2,49
,p011230,3.8,36
,p000529,3.8,111
,p007542,3.8,692
,p008243,3.8,75
,p004302,3.9,117
,p002803,3.7,44
,p008341,4.0,25
,p008041,3.6,856
,p005450,4.0,29
,p003937,3.9,133
,p000798,3.8,32
,p001864,4.4,785
,p006062,3.5,305
,p003600,4.2, 1028
,p011943,4.4,412
,p007829,4.0,33
,p001337,3.6,52
,p001075,4.4,46
,p010842,3.5,208
,p010826,3.5,389
,p013823,3.8,160
,p012530,4.1,333
,p004889,3.8, 1323
,p004424,3.3,89
,p006167,3.8,271
,p008299,3.6,44
,p000477,3.6,70
,p004795,4.2, 2148
,p007000,4.3,37
,p012525,3.9,145
,p004539,4.0,45
,p011294,3.9,146
,p003116,4.0,272
,p009378,4.0,32
,p009954,3.7,55
,p009567,3.9, 3350
,p010372,4.1,29
,p009357,3.7,32
,p005168,4.0,201
,p004923,3.8,35
,p012667,3.6,208
,p003743,4.5,27
,p007112,4.6,56
,p007385,3.6,119
,p009407,3.6,82
,p000846,4.0,967
,p002593,4.0,66
,p008909,4.2,541
,p009466,4.1,375
,p001246,3.8,219
,p005247,3.3,314
,p009172,3.6,550
,p013569,3.9,32
,p007202,3.7,73
,p012246,4.3,47
,p007159,3.8,78
,p006112,3.9,112
,p007009,3.8,374
,p000014,3.3,35
,p013530,3.6,87
,p008446,4.1,318
,p009930,3.9, 3311
,p011234,3.3, 1258
,p010851,4.1,325
,p002279,3.7,87
,p010298,4.3,68
,p011534,3.9,109
,p008896,3.8,38
,p003724,3.0,36
,p011605,4.2,28
,p003798,3.7,70
,p001406,4.3,38
,p011514,4.2,218
,p005067,3.9,87
,p007312,4.3,26
,p001904,3.4,385
,p000057,3.5,107
,p001542,4.0,37
,p001553,4.4,226
,p002761,3.7,58
,p002149,3.7,328
,p011301,3.5,124
,p005258,3.5,30
,p008631,4.0,177
,p005887,3.7,92
,p001056,3.8,175
,p006821,4.0,52
,p007084,4.2,88
,p009142,3.4,99
,p001060,3.5, 6293
,p008149,4.6,394
,p003399,4.4,181
,p000396,3.9,797
,p005943,3.8, 4334
,p007990,4.2,964
,p010454,3.5,26
,p004146,4.5,69
,p004174,3.6,158
,p002680,3.7,44
,p005761,3.5,170
,p009425,3.8,37
,p012347,3.9,529
,p005019,3.8,51
,p010555,3.6,30
,p008561,4.0,147
,p004995,4.3,45
,p001538,4.2,756
,p009611,3.9,49
,p012257,3.9,148
,p011595,4.0,61
,p003027,3.9,59
,p013458,3.8,79
,p003284,4.1,72
,p010336,3.9,145
,p001597,3.7,190
,p009939,3.5,57
,p001888,3.7,258
,p006367,3.8,731
,p008258,3.4,46
,p010140,3.5,258
,p010633,3.8,226
,p008650,3.5,121
,p010470,4.0,164
,p000209,3.7,33
,p007030,4.2,110
,p007939,3.8,73
,p012073,3.8,68
,p012926,3.5,103
,p006547,3.9,854
,p000362,3.6,39
,p005501,4.1,71
,p011056,3.9,94
,p012573,3.6, 2955
,p009853,4.2,258
,p003145,3.7,59
,p009961,4.3,228
,p002461,3.3,177
,p010116,3.8,191
,p008450,3.8,322
,p012774,3.5,184
,p004842,3.6,185
,p002726,4.2,241
,p005622,3.9,95
,p003455,3.6,39
,p002134,3.3,36
,p010680,3.9, 3672
,p011494,4.3,160
,p013820,4.1,37
,p005436,3.8,559
,p001707,3.8,99
,p006984,4.0, 1381
,p000742,4.2,65
,p002067,3.6,218
,p007259,4.2,81
,p001602,3.9,128
,p002677,3.6,63
,p002069,4.0,30
,p010307,4.4,470
,p000138,3.6, 1023
,p010496,3.7,43
,p004628,4.0,112
,p005595,4.3,964
,p006369,4.0,32
,p006594,3.9,305
,p001158,3.2,67
,p001258,4.2,68
,p001605,4.0,515
,p004136,3.8,61
,p009078,3.5, 1959
,p001149,4.0,41
,p007562,3.8,118
,p002032,3.7,305
,p007944,3.6,30
,p011945,4.0,40
,p007300,4.4, 2012
,p012900,3.8,74
,p013546,4.3, 2742
,p000549,4.2,50
,p013397,3.7,314
,p008736,3.9,60
,p011251,4.1,389
,p009097,4.0,386
,p013378,4.1,26
,p009582,4.1,200
,p003156,4.0,879
,p004093,4.3,185
,p006532,4.0,36
,p000063,4.3, 2143
,p001013,3.8,293
,p013069,3.1,286
,p002365,4.4,380
,p009912,4.5,30
,p002828,3.9,198
,p000342,3.8,56
,p004886,4.5,56
,p010590,3.9,113
,p009055,3.6,126
,p003674,3.7,26
,p007752,3.6,65
,p004037,4.2,39
,p010820,3.8, 1020
,p012984,4.2,170
,p006318,4.0,91
,p010872,3.7,44
,p005973,3.8,116
,p008738,3.6,58
,p003847,4.6,579
,p012312,4.2,86839
,p013599,4.6,702
,p007367,3.8,31
,p007027,3.6,108
,p011441,3.5,116
,p009997,3.6,541
,p001662,4.2,138
,p008980,3.6,154
,p001754,4.6,238
,p012628,3.8,31
,p012650,3.6,57
,p000980,3.8,859
,p003899,4.1,122
,p012048,3.8,187
,p006771,3.2,218
,p001403,3.9,97
,p011032,3.5,31
,p004462,3.8,486
,p005738,4.7,149
,p012474,3.6,516
,p012682,4.1,205
,p001166,4.2, 1961
,p008910,4.2, 1476
,p011744,4.0,239
,p010611,4.1,147
,p008981,3.7,434
,p002141,3.7,121
,p009805,3.6,727
,p005975,4.2,25
,p002920,4.0,439
,p009812,3.7,633
,p013269,3.7,86
,p003244,4.0,435
,p007910,4.0,425
,p006362,3.8,135
,p009765,4.1,63
,p004645,4.0,171
,p010566,4.0,93
,p006291,4.1,293
,p003625,4.2,69
,p009031,3.9,255
,p013141,4.2,684
,p013799,3.8,110
,p002302,4.0,43
,p012630,4.3,521
,p012064,3.6,105
,p010532,3.9,94
,p000060,3.7,50
,p001473,3.5,63
,p002721,4.2,91
,p013050,3.8,159
,p013598,4.1,147
,p004783,4.0,714
,p011629,4.0,47
,p007678,3.9,256
,p000521,4.2, 1188
,p001163,3.6,155
,p004430,3.9,730
,p009248,3.7,64
,p013762,4.0,738
,p002707,3.9,986
,p001821,3.8,406
,p012047,4.0,737
,p008596,3.3,67
,p008814,3.6,46
,p010877,4.0,136
,p008006,4.2,68
,p003336,3.4,70
,p007468,4.3,990
,p013596,3.6,701
,p007862,3.9,134
,p000717,4.2,31
,p005343,4.0,113
,p004084,3.5,58
,p012273,4.2,90
,p013274,4.0,73
,p000228,3.5,906
,p010803,3.4,352
,p011504,4.1,66
,p000193,4.0,136
,p010326,4.1,27
,p000361,3.2,322
,p009707,3.8,66
,p007176,4.4,541
,p001083,4.5,126
,p006302,4.1,103
,p000746,3.8,47
,p012289,3.8,496
,p007775,3.4,435
,p013404,3.6,149
,p010875,3.4,46
,p000859,3.8, 1756
,p009161,4.1,29
,p008958,3.9,375
,p008541,4.4,569
,p004940,4.3,61
,p008878,3.7,74
,p004867,4.3,300
,p012411,3.7,285
,p012339,3.2,49
,p010705,4.3,712
,p005335,4.2,31
,p011464,3.9,86
,p007370,3.9,630
,p004483,3.9,194
,p000816,3.9,100
,p006086,3.5,67
,p009447,4.1,120
,p012634,4.2,77
,p013421,3.8,105
,p000082,3.7,76
,p005150,3.9,76
,p001339,3.7, 1675
,p012962,3.7,337
,p000659,4.1, 2073
,p010071,4.0,146
,p010519,4.2,256
,p013636,3.8,86
,p008577,4.2,808
,p008087,3.9,148
,p001116,3.2,105
,p013579,4.4,53
,p008124,4.1,38
,p013585,4.3,119
,p005262,3.7,340
,p001578,4.1,492
,p009309,4.0,54
,p004357,3.4,25
,p003418,4.1,34
,p009454,4.2,67
,p006340,3.8,411
,p011004,3.6,366
,p000551,3.9,48
,p010774,3.8,34
,p003918,4.0,177
,p005864,3.8,237
,p002105,4.0,210
,p006550,3.7,353
,p008426,3.9, 1467
,p010656,3.9,145
,p009257,3.5,29
,p005695,3.6, 2380
,p003193,3.9,195
,p009340,3.8,253
,p007019,3.7,601
,p006149,4.5,43
,p007735,3.6,200
,p012251,3.7,672
,p004038,4.2,78
,p007120,3.9,36
,p002198,3.6, 2660
,p008374,4.2,154
,p009305,4.0,94
,p003377,3.7,183
,p003693,3.6,59
,p005868,4.1, 1368
,p007661,4.2,50
,p006243,3.8, 2519
,p007776,3.9,62
,p002869,4.2,89
,p010159,3.9,144
,p002449,3.9,29
,p009657,3.8,89
,p008536,3.7,531
,p012070,3.7,131
,p008254,3.9, 1453
,p010207,3.8,465
,p012270,3.6,138
,p007269,4.2,245
,p011722,3.7,45
,p003190,3.6,89
,p011136,3.8,28
,p000689,4.3,370
,p001654,3.4,157
,p000433,3.8,44
,p005625,4.0,109
,p001569,3.9,160
,p012659,3.6,366
,p000117,4.2,343
,p008756,3.9,111
,p011252,3.9,35
,p004191,3.8,75
,p009331,3.5,74
,p013524,4.2,649
,p006263,3.6,186
,p003435,4.1,103
,p002709,4.2, 1086
,p007056,4.4,64
,p007366,4.2,158
,p001579,3.5,807
,p006805,4.2,255
,p001373,3.5,29
,p010866,3.8,48
,p006872,3.5,202
,p009574,3.8, 2313
,p013806,4.2,72
,p007636,4.4,28
,p007117,3.5,190
,p008001,3.2,685
,p010951,3.7,123
,p006672,4.0,105
,p006482,3.4,224
,p004616,3.8,290
,p003440,3.5,111
,p010385,3.3,104
,p013286,4.1,274
,p004458,3.5,77
,p009726,3.8,274
,p010990,3.7,99
,p008944,3.8,44
,p012781,4.2,45
,p013303,3.7,119
,p011747,3.8,528
,p012253,4.0,44
,p009101,3.5,226
,p000061,3.7,388
,p008584,3.8, 4800
,p012858,3.8,368
,p011550,4.1,19311
,p003066,3.4,201
,p009199,3.6,62
,p004671,4.0,474
,p003215,3.7,211
,p000543,3.6,80
,p005704,4.1,41
,p001908,3.9,142
,p010747,4.0,41
,p010645,3.3,224
,p003003,4.1,421
,p012259,3.9,433
,p005850,3.6,68
,p002844,3.8, 3122
,p011236,3.5,63
,p004478,3.9,401
,p006650,3.8,99
,p010206,4.2,203
,p008169,4.0,71
,p003630,3.9,48
,p010266,4.1,63
,p011118,3.5,267
,p001639,4.4,331
,p003862,3.6,143
,p009282,3.3,83
,p009719,3.2,136
,p007201,4.3,27
,p000224,4.2,435
,p003993,3.9,752
,p012875,3.8,493
,p001874,4.2,37
,p006428,3.5,132
,p004570,3.6,62
,p012848,4.3,92
,p006072,3.9,62
,p010564,4.4,139
,p003994,4.0,76
,p008629,4.5, 2674
,p004891,3.9,500
,p012593,4.2,60
,p005035,3.8,844
,p002540,3.5,67
,p013821,3.8,111
,p013167,3.7,276
,p011573,3.4,113
,p001361,3.6,110
,p009677,4.4,188
,p012167,3.7,153
,p008305,3.8,581
,p000085,3.8,25
,p000685,3.8,166
,p013601,3.4,36
,p008598,4.1,34
,p013278,3.6,212
,p004022,4.0,82
,p004794,3.8,28
,p004520,4.4,40
,p007631,3.4,208
,p011437,4.3,34
,p009455,3.4,128
,p003382,3.5,52
,p002521,4.0,106
,p010089,4.1,156
,p008834,4.0,967
,p010069,4.2,133
,p010484,3.8,41
,p011575,3.6,71
,p009863,4.4,57
,p006503,3.7,25
,p013123,3.7,151
,p010215,4.0,42
,p001895,3.7,120
,p003428,4.4,71
,p007042,4.3,218
,p001245,3.7,676
,p005547,3.7,394
,p011495,4.1,354
,p013146,3.4,31
,p004563,3.7,27
,p011115,3.9,201
,p010226,4.0,102
,p008666,4.3,154
,p013053,3.9,37
,p005902,4.0,146
,p004749,4.3,111
,p004574,3.5,27
,p010687,4.5,28
,p006464,3.6,499
,p003049,3.8, 2009
,p009521,3.9,56
,p008968,4.0,155
,p012829,3.8,114
,p012062,3.9,207
,p007901,3.9, 1334
,p008191,3.9,161
,p008773,3.4,28
,p012205,3.9,423
,p007252,4.0,106
,p007849,4.1,310
,p009362,3.6,137
,p000453,3.0,120
,p001321,3.6,29
,p010318,4.0,26
,p012604,4.2,54
,p010174,3.8,976
,p010659,4.4,27
,p006645,3.3,71
,p000372,3.6,143
,p010092,3.7,160
,p005250,3.9,33
,p001058,3.8, 1187
,p009716,4.0,265
,p003365,4.2,640
,p001408,3.9,228
,p009175,4.3,243
,p009061,4.0,191
,p008647,3.8,396
,p010539,3.6,54
,p007342,4.1,31
,p004944,3.7,120
,p008918,4.3,33
,p007418,4.1,244
,p008195,4.0,84
,p000024,3.7,380
,p006261,3.6,472
,p007501,3.9,98
,p005128,4.3,50
,p002317,3.7,96
,p012421,3.7,651
,p002499,3.8,894
,p005132,3.8,500
,p006053,3.9,63
,p013447,3.9,55
,p012059,3.8,152
,p009053,3.7,79
,p004832,3.4,592
,p001765,4.0,80
,p007065,4.3, 2208
,p012442,3.7,40
,p007856,3.9,92
,p006116,3.6,33
,p004427,3.9,62
,p007355,3.6,26
,p013631,4.0,25
,p003742,3.4,71
,p006131,3.9,90
,p002427,3.7,937
,p002102,4.0,188
,p006476,4.5,76
,p001986,3.8,131
,p009499,3.8, 3863
,p001088,3.9,143
,p008112,3.6, 1156
,p003641,3.6,189
,p006467,4.1,59
,p001331,3.7, 1777
,p006928,3.9,174
,p006089,3.4,49
,p004939,4.2, 5817
,p002802,3.8,40
,p000564,3.9,62
,p008503,4.3,403
,p005698,4.3,29
,p008107,3.8,174
,p006275,3.9,161
,p008860,4.1,563
,p007375,4.0,100
,p009073,3.7,84
,p006224,4.1,25
,p011220,3.4,39
,p002121,3.9, 1458
,p011894,3.9,33
,p007469,3.7,120
,p008264,4.5,186
,p001925,3.8,47
,p007394,4.0,106
,p005937,3.8,904
,p004896,3.7,193
,p003019,4.6,84
,p004069,3.8,38
,p011280,3.4,105
,p006660,3.8,353
,p008338,3.6,274
,p012173,3.2,71
,p004205,3.8,334
,p010945,3.8,137
,p003103,3.7,94
,p000987,3.7,52
,p009023,3.7,33
,p005346,3.7,112
,p007108,3.7,190
,p013750,3.9,176
,p001822,3.8,106
,p006391,4.0,29
,p005141,3.5,72
,p011382,3.5,36
,p012106,3.8,426
,p012961,3.6, 7378
,p000157,3.7,68
,p009478,3.9,238
,p007206,4.0,37
,p007286,3.6,103
,p012539,3.9,93
,p000170,3.7,186
,p008110,3.4,45
,p003065,3.6,80
,p004890,4.1,130
,p011385,3.7,520
,p006652,3.7,63
,p001002,4.2,51
,p005028,4.2,32
,p009993,4.0,25
,p004441,3.6,546
,p009995,3.5,29
,p004701,3.9,268
,p003183,3.9,387
,p007561,3.8,195
,p013761,3.9,45
,p003369,3.9,88
,p002735,4.1,51
,p010578,4.6,872
,p012627,4.2,99
,p005214,3.9,30
,p006800,3.9, 6873
,p003733,4.0,144
,p003893,3.6,157
,p008973,4.4,50
,p013170,4.0,104
,p005576,3.9,125
,p012851,3.9,41
,p007710,3.5,37
,p001442,4.0,104
,p000233,3.4,185
,p005734,4.3,542
,p002741,4.3,407
,p007328,4.1,51
,p007444,3.7,59
,p008141,4.1,807
,p005824,3.6,570
,p007041,3.4,66
,p008467,3.8,163
,p002513,3.6,623
,p007704,3.8, 1009
,p005841,3.6,90
,p011905,4.2,186
,p008443,3.6,122
,p013140,4.3,62
,p001084,3.5,189
,p004365,4.1,59
,p008636,3.5, 1252
,p006346,4.0,400
,p003807,4.6,32
,p004674,3.4,32
,p011303,4.1,214
,p010804,3.9,274
,p012219,4.3,714
,p012430,3.8,106
,p008075,3.7,25
,p007806,3.9,407
,p000356,3.4,142
,p007737,3.9,35
,p000368,4.2,76
,p010892,3.6,38
,p011335,4.0,42
,p004895,4.3,31
,p009878,3.7,54
,p006696,3.5,83
,p012003,3.6,702
,p005685,3.8, 2123
,p012946,4.0,38
,p012718,3.8,42
,p006824,3.4,129
,p011262,3.7,454
,p001049,3.8,37
,p009612,4.5,937
,p006603,3.6,307
,p000876,3.5,969
,p012433,3.9,39
,p004873,3.6,94
,p012229,4.3,54
,p004544,4.1,86
,p004313,3.1,634
,p004230,4.3,189
,p006349,3.5,400
,p008201,4.2, 3391
,p004085,4.2,112
,p004965,3.9,159
,p008844,3.6,484
,p010918,3.6,32
,p002970,4.1,48
,p007163,3.3,82
,p000416,4.0,208
,p005175,3.7,410
,p000348,3.7,58
,p004195,3.0,47
,p009662,4.6,268
,p009854,3.7,70
,p001519,3.9,28
,p009781,3.9,104
,p008244,3.8,309
,p001996,3.7,31
,p012750,4.3, 3685
,p011619,3.6,30
,p008709,3.6,33
,p007280,4.1,254
,p004318,3.8,603
,p009329,4.0,34
,p000643,3.6,59
,p010449,3.5,27
,p013302,3.7,372
,p000898,3.9, 2001
,p002013,3.8,378
,p012720,4.3,217
,p002217,4.0,761
,p013466,4.2, 1169
,p008131,3.8,54
,p007532,3.9,980
,p005555,3.6, 1102
,p008475,4.3,38
,p002275,4.4,10799
,p003148,4.2,47
,p011033,4.3,64
,p011322,3.8,43
,p012407,4.5,72
,p000065,3.7,357
,p006767,3.7, 1778
,p003678,3.9,61
,p007923,4.0,110
,p005954,3.5,298
,p002873,3.7,59
,p010655,3.9, 2169
,p007722,3.6,64
,p008029,3.5,872
,p006276,3.5,60
,p007182,3.9,29
,p007891,4.0,576
,p011141,3.9, 1078
,p010905,3.6,237
,p010275,3.7,39
,p001187,3.4,38
,p001490,3.7,37
,p009974,3.9,740
,p001943,3.9, 2648
,p001126,3.6,71
,p002056,3.7,252
,p003620,3.9,652
,p005891,3.6,57
,p006972,3.9,48
,p013440,4.5,359
,p007197,3.3,51
,p011556,4.1,25
,p008097,3.9,55
,p011077,4.4,456
,p007311,3.6,414
,p006917,3.8,76
,p001783,4.1,64
,p008951,3.5,37
,p004502,3.4, 3050
,p007652,4.0,50
,p010081,4.0,817
,p003603,3.2,92
,p006881,4.4,56
,p004925,3.8,103
,p010838,4.4,144
,p004337,4.1,329
,p006419,4.1,63
,p007047,4.3,347
,p000510,3.8, 2182
,p010549,4.0,331
,p008329,3.8,59
,p013811,3.6,38
,p006832,3.8,45
,p007001,3.8,246
,p007023,3.6,64
,p008268,4.2,25
,p001181,3.9,45
,p013624,4.0,76
,p000070,3.8,81
,p005401,4.1, 1597
,p003146,4.0,651
,p001402,4.0,179
,p001243,4.3, 3608
,p001912,4.2, 1490
,p001812,3.8, 1242
,p003454,3.6,844
,p004754,3.8,92
,p010075,4.4,145
,p005585,3.9,211
,p007138,4.1,283
,p000167,3.9,221
,p012579,4.1,65
,p007930,4.0,53
,p013564,3.6,75
,p006663,4.3,150
,p011679,3.7,33
,p001625,4.1,79
,p012746,3.7, 1710
,p000452,4.2,43
,p010039,3.8, 1242
,p012267,3.7,150
,p009876,4.0,254
,p012318,3.1,67
,p012931,4.0,146
,p000512,3.8,135
,p008123,3.8,278
,p004082,3.9,40
,p009005,3.6,204
,p005017,3.7,324
,p007798,4.2,196
,p003656,4.0,70
,p005140,3.6,522
,p005115,4.1,123
,p008155,4.0,142
,p000544,4.0,105
,p007703,4.0,791
,p005499,3.4,139
,p005584,3.6,36
,p000086,3.7,36
,p013320,3.7,160
,p013281,4.0,28
,p000488,4.2,35
,p011564,3.9,230
,p004525,3.9,272
,p003379,4.2,325
,p007730,3.6,111
,p008062,3.7,790
,p005600,3.9,176
,p006831,3.8,160
,p002658,4.8,44
,p003267,3.9,28
,p010103,3.7,25
,p001718,3.5,510
,p011655,3.9,144
,p008960,4.0,56
,p008482,4.2,937
,p000892,4.0,29
,p007123,4.1,508
,p007216,3.7,771
,p009106,3.5,57
,p012571,3.6,148
,p007773,3.6,149
,p010088,4.0,59
,p011886,3.9,38
,p008307,3.7,382
,p001544,3.9,76
,p010738,3.8,77
,p006644,3.6,66
,p002156,4.1,55
,p000760,3.7,377
,p013553,3.6,133
,p010925,3.8,487
,p013826,3.6,26
,p011227,3.9,633
,p011072,4.5,182
,p010796,3.6,66
,p003712,3.8,132
,p009889,3.9,116
,p006630,4.6,220
,p008259,3.7,502
,p012633,4.0,91
,p006851,4.7, 2607
,p009308,3.8,39
,p011623,3.9,363
,p007378,3.7,329
,p011536,4.0, 3617
,p001976,4.0,167
,p009405,3.8,312
,p000672,4.1,29
,p005498,3.8,186
,p005097,3.4,137
,p011083,3.5,139
,p003861,3.7, 1060
,p002205,4.1,40
,p009908,3.7,160
,p004846,4.5,42
,p011693,4.3, 1732
,p011034,3.9,213
,p013374,3.7,48
,p012879,3.9,95
,p013470,3.6,31
,p012515,4.0,55
,p013175,3.7,335
,p008152,3.8,34
,p006010,4.6,81
,p006033,3.9,162
,p009560,3.8,53
,p003919,4.2, 2524
,p011065,3.6, 2905
,p000378,4.3,148
,p011295,3.9,42
,p010419,3.8,162
,p002646,3.5,97
,p009866,4.0,423
,p010425,3.8, 1348
,p003431,3.5,210
,p006889,3.9,187
,p001461,4.4,91
,p007338,3.6,114
,p011583,3.3,217
,p002094,3.6,339
,p005766,3.2,109
,p012833,4.5,297
,p003963,4.2,108
,p000267,3.6,80
,p004720,3.9,140
,p000919,3.8,571
,p011457,4.2,938
,p011944,3.8,95
,p009126,4.0, 2350
,p005624,3.6,130
,p005417,3.2,193
,p007152,4.4,639
,p005921,4.2,67
,p003325,3.9, 1105
,p004697,4.2,111
,p007069,4.0,63
,p005727,3.9,67
,p010423,4.4,26
,p004370,3.7, 1171
,p008495,4.5, 1163
,p000490,3.7,41
,p012327,4.0,125
,p012576,4.1,627
,p004789,3.8,43
,p009533,3.8,150
,p006625,4.3,23316
,p010323,4.0,155
,p000739,3.6,139
,p000589,4.1,286
,p007937,4.2,28
,p012275,4.1,22557
,p001595,4.3,216
,p006902,4.2,40
,p008382,3.8, 5865
,p003720,3.8,175
,p012045,3.6,861
,p004109,4.5,56
,p001112,3.9,467
,p006627,3.9,105
,p001873,3.6,151
,p000165,4.1,264
,p000891,3.5,30
,p006359,3.8,326
,p001284,3.8,731
,p013812,3.6,203
,p008804,4.4, 2496
,p010691,3.6,44
,p008688,4.1,84
,p006567,4.0,46
,p003514,4.0,107
,p005201,3.2,28
,p008678,3.6,423
,p004311,4.2,532
,p011114,3.7,305
,p010845,3.6,38
,p003007,3.6,64
,p009296,3.8,595
,p001582,4.0,540
,p012403,3.7,28
,p000089,4.1,64
,p010277,3.9,685
,p011293,3.6,25
,p002044,4.1,459
,p010339,3.6,50
,p010105,3.9,40
,p001628,3.8,45
,p011778,3.7,206
,p001438,3.9,35
,p000258,3.9,193
,p000069,3.6,28
,p000933,3.3,128
,p006036,4.3,40
,p012159,3.9,65
,p006748,4.1,46
,p000579,4.1,31
,p013430,3.8,238
,p004077,4.6,503
,p010815,3.8,427
,p005717,3.9,85
,p012469,4.3,95
,p000988,3.6,45
,p011954,3.8, 1255
,p010928,3.5,293
,p009888,3.9,63
,p008144,4.0,76
,p008081,3.9,56
,p011287,3.8,201
,p000654,3.8,520
,p003560,3.7, 1006
,p009503,3.7,77
,p003760,3.7,197
,p006596,3.7,894
,p001674,3.6,69
,p001015,4.0,794
,p007884,4.2,46
,p007299,3.4,123
,p011749,4.2, 1413
,p012892,3.8,129
,p012994,3.6,176
,p008414,3.9, 1163
,p006556,4.4,505
,p008218,4.0,261
,p002024,4.0,32
,p010273,4.2,193
,p002520,4.0, 4423
,p002199,3.9,203
,p010330,3.4,28
,p011941,3.8,82
,p000074,3.7, 1150
,p007393,3.9,62
,p000946,4.4,116
,p010693,4.2,299
,p001801,3.8, 5117
,p010350,4.3,39
,p008865,4.0,169
,p004440,3.1,37
,p012762,4.2,38
,p003342,4.3,213
,p007210,3.7, 1011
,p012500,3.7,250
,p007683,4.2, 1659
,p011081,3.7,122
,p007437,3.8,98
,p010328,3.4,65
,p008395,4.5,233
,p002423,4.5,134
,p001195,3.6,131
,p004822,4.0,134
,p006700,4.0,183
,p002943,3.6,216
,p009509,4.2,713
,p002377,4.0,70
,p001641,3.6,111
,p003081,3.8,43
,p006936,4.0,28
,p008969,3.8,33
,p013290,3.6,67
,p009111,4.0,47
,p008501,4.0,253
,p009267,3.8,82
,p009776,3.8,364
,p000010,3.9,619
,p003677,4.4,69
,p009082,3.5,47
,p010725,3.8, 2818
,p012737,4.3,141
,p009577,4.6,421
,p006962,3.8,13652
,p008695,3.6,65
,p013734,4.0,28
,p000271,4.1,50
,p007864,3.6,32
,p012656,4.2,349
,p004855,4.1,712
,p007061,4.3,163
,p001372,3.8,33
,p010199,3.7,45
,p004610,3.6,29
,p009184,4.0,184
,p007475,3.7,134
,p004847,4.2, 1814
,p012265,3.9,49
,p000447,4.2,110
,p002940,3.7,196
,p011761,3.9,32
,p007675,3.8,318
,p007659,3.6,625
,p013503,4.3,938
,p006282,3.6,841
,p013473,3.9, 2112
,p000454,4.2,219
,p006720,3.9,26
,p004726,3.5,199
,p000853,3.6,52
,p000212,4.0,32
,p003716,3.7,30
,p000026,3.4,190
,p013491,4.6,319
,p010048,4.1,111
,p000260,3.7,101
,p003730,3.9,67
,p013186,4.0,26
,p011997,3.7, 4216
,p002607,3.3,368
,p010447,3.2,45
,p000950,3.9,151
,p005926,4.1,311
,p013427,4.1,110
,p006009,3.7, 1364
,p000958,3.9,165
,p007515,3.9,383
,p010455,3.7,110
,p005220,3.9,86
,p004209,4.3,468
,p006908,3.3,34
,p011359,3.8,42
,p004654,3.6,41
,p010581,3.4,85
,p004309,3.9,234
,p013514,4.0,37
,p006450,4.3,182
,p008028,3.2,72
,p002783,3.5,282
,p010180,3.6,336
,p004883,3.7,120
,p002364,4.2,39
,p000957,3.9,271
,p006710,3.5,31
,p011180,4.0,166
,p008362,3.5,36
,p001216,3.5, 1155
,p013284,4.1,334
,p011686,4.3,97
,p003871,4.1,25
,p002147,4.2,55
,p010018,3.8,60
,p013043,4.1,53
,p003063,3.9,164
,p007506,3.6,38
,p011309,3.9,61
,p002404,3.8,32
,p011139,4.0,286
,p007509,4.6,193
,p004748,3.5,905
,p006808,3.7,426
,p013341,4.0,246
,p013732,3.6,134
,p008635,4.5,40
,p000680,4.4,38
,p003904,4.1,48
,p010711,3.7,200
,p010996,4.1,220
,p004276,3.8,89
,p001430,3.6,215
,p000022,4.0,326
,p006722,4.0,42
,p000182,4.4,37
,p005413,3.6,125
,p000332,3.7, 2468
,p002603,3.5,139
,p013169,3.6,512
,p010831,3.7,188
,p008836,4.1,455
,p001658,3.7,131
,p002002,4.0,28
,p004098,3.9,110
,p000264,4.4,873
,p011012,3.7,406
,p001399,4.2,33
,p005000,3.6,958
,p010359,4.1,748
,p013393,3.8,38
,p004006,3.9,331
